Dec 28 2020	35.84					
Dec 27 2020	33.51					
Dec 26 2020	33.48					
Dec 25 2020	33.16					
Dec 24 2020	32.50					
Dec 23 2020	31.10					
Dec 22 2020	33.48					
Dec 21 2020	32.27					
Dec 20 2020	34.16					
Dec 19 2020	33.30					
Dec 18 2020	30.94					
Dec 17 2020	30.18					
Dec 16 2020	30.49					
Dec 15 2020	29.55					
Dec 14 2020	30.03					
Dec 13 2020	29.10					
Dec 12 2020	28.16					
Dec 11 2020	27.36					
Dec 10 2020	27.70					
Dec 09 2020	28.13					
Dec 08 2020	27.64					
Dec 07 2020	29.38					
Dec 06 2020	29.54					
Dec 05 2020	29.73					
Dec 04 2020	29.07					
Dec 03 2020	30.70					
Dec 02 2020	30.30					
Dec 01 2020	30.11					
Nov 30 2020	31.39					
Nov 29 2020	30.12					
Nov 28 2020	29.14					
Nov 27 2020	28.48					
Nov 26 2020	28.20					
Nov 25 2020	31.34					
Nov 24 2020	33.80					
Nov 23 2020	30.97					
Nov 22 2020	29.93					
Nov 21 2020	30.39					
Nov 20 2020	28.89					
Nov 19 2020	28.09					
Nov 18 2020	28.08					
Nov 17 2020	28.53					
Nov 16 2020	28.06					
Nov 15 2020	27.62					
Nov 14 2020	27.94					
Nov 13 2020	28.18					
Nov 12 2020	27.61					
Nov 11 2020	27.96					
Nov 10 2020	28.19					
Nov 09 2020	28.02					
Nov 08 2020	28.31					
Nov 07 2020	27.74					
Nov 06 2020	29.02					
Nov 05 2020	27.68					
Nov 04 2020	26.93					
Nov 03 2020	26.86					
Nov 02 2020	27.88					
Nov 01 2020	28.46					
Oct 31 2020	28.43					
Oct 30 2020	28.51					
Oct 29 2020	29.84					
Oct 28 2020	30.36					
Oct 27 2020	31.64					
Oct 26 2020	31.15					
Oct 25 2020	30.11					
Oct 24 2020	30.59					
Oct 23 2020	30.63					
Oct 22 2020	30.66					
Oct 21 2020	29.77					
Oct 20 2020	28.80					
Oct 19 2020	29.93					
Oct 18 2020	30.66					
Oct 17 2020	30.25					
Oct 16 2020	29.99					
Oct 15 2020	31.30					
Oct 14 2020	30.91					
Oct 13 2020	30.71					
Oct 12 2020	30.71					
Oct 11 2020	28.56					
Oct 10 2020	28.31					
Oct 09 2020	28.45					
Oct 08 2020	27.71					
Oct 07 2020	27.70					
Oct 06 2020	27.71					
Oct 05 2020	28.66					
Oct 04 2020	28.94					
Oct 03 2020	28.20					
Oct 02 2020	27.29					
Oct 01 2020	27.43					
Sep 30 2020	29.29					
Sep 29 2020	28.84					
Sep 28 2020	26.98					
